file,R2,r,trait,cs,mode,cv,sp,type
dtp_real_a1_cv2_sp6.ghatREL1,0.888674541573762,0.942695359898288,dtp,real,a1,cv2,sp6.ghatREL1,real
dtp_real_a1_cv2_sp7.ghatREL1,0.968330309870742,0.984037758356224,dtp,real,a1,cv2,sp7.ghatREL1,real
dtp_real_a1_cv2_sp8.ghatREL1,0.930945302292458,0.964855068024446,dtp,real,a1,cv2,sp8.ghatREL1,real
dtp_real_a1_cv2_sp9.ghatREL1,0.909262615239362,0.953552628458106,dtp,real,a1,cv2,sp9.ghatREL1,real
dtp_real_a1_cv3_sp10.ghatREL1,0.94221585046754,0.970678036460875,dtp,real,a1,cv3,sp10.ghatREL1,real
dtp_real_a1_cv3_sp1.ghatREL1,0.94462941351727,0.971920476951314,dtp,real,a1,cv3,sp1.ghatREL1,real
dtp_real_a1_cv3_sp2.ghatREL1,0.925601131162587,0.962081665537072,dtp,real,a1,cv3,sp2.ghatREL1,real
dtp_real_a1_cv3_sp3.ghatREL1,0.955163545639911,0.977324687931248,dtp,real,a1,cv3,sp3.ghatREL1,real
dtp_real_a1_cv3_sp4.ghatREL1,0.973091185670241,0.986453843659317,dtp,real,a1,cv3,sp4.ghatREL1,real
dtp_real_a1_cv3_sp5.ghatREL1,0.97405818338621,0.986943860301187,dtp,real,a1,cv3,sp5.ghatREL1,real
dtp_real_a1_cv3_sp6.ghatREL1,0.978798461189072,0.989342438789053,dtp,real,a1,cv3,sp6.ghatREL1,real
dtp_real_a1_cv3_sp7.ghatREL1,0.93585666556285,0.967396850089377,dtp,real,a1,cv3,sp7.ghatREL1,real
dtp_real_a1_cv3_sp8.ghatREL1,0.949412378200818,0.974377944229454,dtp,real,a1,cv3,sp8.ghatREL1,real
dtp_real_a1_cv3_sp9.ghatREL1,0.964185292151137,0.981929372282516,dtp,real,a1,cv3,sp9.ghatREL1,real
dtp_real_a1_cv4_sp10.ghatREL1,0.949517682394899,0.974431979357666,dtp,real,a1,cv4,sp10.ghatREL1,real
dtp_real_a1_cv4_sp1.ghatREL1,0.960116694184821,0.979855445555527,dtp,real,a1,cv4,sp1.ghatREL1,real
dtp_real_a1_cv4_sp2.ghatREL1,0.975471345859626,0.98765952932153,dtp,real,a1,cv4,sp2.ghatREL1,real
dtp_real_a1_cv4_sp3.ghatREL1,0.958846389935095,0.979207020979269,dtp,real,a1,cv4,sp3.ghatREL1,real
dtp_real_a1_cv4_sp4.ghatREL1,0.879799486769666,0.937976271965163,dtp,real,a1,cv4,sp4.ghatREL1,real
dtp_real_a1_cv4_sp5.ghatREL1,0.75473455898232,0.868754602279792,dtp,real,a1,cv4,sp5.ghatREL1,real
dtp_real_a1_cv4_sp6.ghatREL1,0.94814467305632,0.973727206694113,dtp,real,a1,cv4,sp6.ghatREL1,real
dtp_real_a1_cv4_sp7.ghatREL1,0.930823687523638,0.964792043667255,dtp,real,a1,cv4,sp7.ghatREL1,real
dtp_real_a1_cv4_sp8.ghatREL1,0.928097574848083,0.963378209660195,dtp,real,a1,cv4,sp8.ghatREL1,real
dtp_real_a1_cv4_sp9.ghatREL1,0.961427923949015,0.980524310738401,dtp,real,a1,cv4,sp9.ghatREL1,real
dtp_real_a1_cv5_sp10.ghatREL1,0.940221931011097,0.969650416908639,dtp,real,a1,cv5,sp10.ghatREL1,real
dtp_real_a1_cv5_sp1.ghatREL1,0.965992492454509,0.982849170755365,dtp,real,a1,cv5,sp1.ghatREL1,real
dtp_real_a1_cv5_sp2.ghatREL1,0.980667502196572,0.990286575793377,dtp,real,a1,cv5,sp2.ghatREL1,real
dtp_real_a1_cv5_sp3.ghatREL1,0.959342807655564,0.979460467632851,dtp,real,a1,cv5,sp3.ghatREL1,real
dtp_real_a1_cv5_sp4.ghatREL1,0.928936125453685,0.96381332500318,dtp,real,a1,cv5,sp4.ghatREL1,real
dtp_real_a1_cv5_sp5.ghatREL1,0.973503424509879,0.986662771421867,dtp,real,a1,cv5,sp5.ghatREL1,real
dtp_real_a1_cv5_sp6.ghatREL1,0.960570998793426,0.980087240399254,dtp,real,a1,cv5,sp6.ghatREL1,real
dtp_real_a1_cv5_sp7.ghatREL1,0.974085585628335,0.986957742574795,dtp,real,a1,cv5,sp7.ghatREL1,real
dtp_real_a1_cv5_sp8.ghatREL1,0.977511904955971,0.988692017240946,dtp,real,a1,cv5,sp8.ghatREL1,real
dtp_real_a1_cv5_sp9.ghatREL1,0.958134541157726,0.978843471223937,dtp,real,a1,cv5,sp9.ghatREL1,real
dtp_real_a2_cv1_sp10.ghatREL1,0.9746661599422,0.987251821949294,dtp,real,a2,cv1,sp10.ghatREL1,real
dtp_real_a2_cv1_sp1.ghatREL1,0.867827019439897,0.931572337201946,dtp,real,a2,cv1,sp1.ghatREL1,real
dtp_real_a2_cv1_sp2.ghatREL1,0.951903257745601,0.975655296580509,dtp,real,a2,cv1,sp2.ghatREL1,real
dtp_real_a2_cv1_sp3.ghatREL1,0.960239844707916,0.979918284709453,dtp,real,a2,cv1,sp3.ghatREL1,real
dtp_real_a2_cv1_sp4.ghatREL1,0.860046107717493,0.927386708831593,dtp,real,a2,cv1,sp4.ghatREL1,real
dtp_real_a2_cv1_sp5.ghatREL1,0.96315148871711,0.981402816746065,dtp,real,a2,cv1,sp5.ghatREL1,real
dtp_real_a2_cv1_sp6.ghatREL1,0.970260853948081,0.985018199805506,dtp,real,a2,cv1,sp6.ghatREL1,real
dtp_real_a2_cv1_sp7.ghatREL1,0.956592177335814,0.978055303822751,dtp,real,a2,cv1,sp7.ghatREL1,real
dtp_real_a2_cv1_sp8.ghatREL1,0.95222771229643,0.975821557610012,dtp,real,a2,cv1,sp8.ghatREL1,real
dtp_real_a2_cv1_sp9.ghatREL1,0.938884138660071,0.968960339054221,dtp,real,a2,cv1,sp9.ghatREL1,real
dtp_real_a2_cv2_sp10.ghatREL1,0.977879589941233,0.98887794491597,dtp,real,a2,cv2,sp10.ghatREL1,real
dtp_real_a2_cv2_sp1.ghatREL1,0.962474965181251,0.981058084509399,dtp,real,a2,cv2,sp1.ghatREL1,real
dtp_real_a2_cv2_sp2.ghatREL1,0.823671141420348,0.90756329885047,dtp,real,a2,cv2,sp2.ghatREL1,real
dtp_real_a2_cv2_sp3.ghatREL1,0.914327912493963,0.956204953184182,dtp,real,a2,cv2,sp3.ghatREL1,real
dtp_real_a2_cv2_sp4.ghatREL1,0.958397862844468,0.978977968518428,dtp,real,a2,cv2,sp4.ghatREL1,real
dtp_real_a2_cv2_sp5.ghatREL1,0.921736417977511,0.960071048400852,dtp,real,a2,cv2,sp5.ghatREL1,real
dtp_real_a2_cv2_sp6.ghatREL1,0.836878521247304,0.914810647755755,dtp,real,a2,cv2,sp6.ghatREL1,real
dtp_real_a2_cv2_sp7.ghatREL1,0.956803578449284,0.978163370020205,dtp,real,a2,cv2,sp7.ghatREL1,real
dtp_real_a2_cv2_sp8.ghatREL1,0.836685950735076,0.914705390131203,dtp,real,a2,cv2,sp8.ghatREL1,real
dtp_real_a2_cv2_sp9.ghatREL1,0.857921350647673,0.926240438896766,dtp,real,a2,cv2,sp9.ghatREL1,real
dtp_real_a2_cv3_sp10.ghatREL1,0.895319561209904,0.946213274695459,dtp,real,a2,cv3,sp10.ghatREL1,real
dtp_real_a2_cv3_sp1.ghatREL1,0.876249199267816,0.936081833638393,dtp,real,a2,cv3,sp1.ghatREL1,real
dtp_real_a2_cv3_sp2.ghatREL1,0.91007466948898,0.953978338060661,dtp,real,a2,cv3,sp2.ghatREL1,real
dtp_real_a2_cv3_sp3.ghatREL1,0.902073185615097,0.949775334284428,dtp,real,a2,cv3,sp3.ghatREL1,real
dtp_real_a2_cv3_sp4.ghatREL1,0.948969326284023,0.974150566536828,dtp,real,a2,cv3,sp4.ghatREL1,real
dtp_real_a2_cv3_sp5.ghatREL1,0.966858240315727,0.983289499748537,dtp,real,a2,cv3,sp5.ghatREL1,real
dtp_real_a2_cv3_sp6.ghatREL1,0.966931351955052,0.983326676112802,dtp,real,a2,cv3,sp6.ghatREL1,real
dtp_real_a2_cv3_sp7.ghatREL1,0.917651517769436,0.957941291400176,dtp,real,a2,cv3,sp7.ghatREL1,real
dtp_real_a2_cv3_sp8.ghatREL1,0.935423058721691,0.967172714008047,dtp,real,a2,cv3,sp8.ghatREL1,real
dtp_real_a2_cv3_sp9.ghatREL1,0.949221128267387,0.974279799784121,dtp,real,a2,cv3,sp9.ghatREL1,real
dtp_real_a2_cv4_sp10.ghatREL1,0.903677753736077,0.950619668288047,dtp,real,a2,cv4,sp10.ghatREL1,real
dtp_real_a2_cv4_sp1.ghatREL1,0.923261394975628,0.960864920254469,dtp,real,a2,cv4,sp1.ghatREL1,real
dtp_real_a2_cv4_sp2.ghatREL1,0.934512113679429,0.966701667361461,dtp,real,a2,cv4,sp2.ghatREL1,real
dtp_real_a2_cv4_sp3.ghatREL1,0.933665842653565,0.966263857677376,dtp,real,a2,cv4,sp3.ghatREL1,real
dtp_real_a2_cv4_sp4.ghatREL1,0.871495211039591,0.933539078474806,dtp,real,a2,cv4,sp4.ghatREL1,real
dtp_real_a2_cv4_sp5.ghatREL1,0.661926878154102,0.8135888876786,dtp,real,a2,cv4,sp5.ghatREL1,real
dtp_real_a2_cv4_sp6.ghatREL1,0.90063123340087,0.94901592895002,dtp,real,a2,cv4,sp6.ghatREL1,real
dtp_real_a2_cv4_sp7.ghatREL1,0.853284920904423,0.923734226335921,dtp,real,a2,cv4,sp7.ghatREL1,real
dtp_real_a2_cv4_sp8.ghatREL1,0.926184044344615,0.962384561568095,dtp,real,a2,cv4,sp8.ghatREL1,real
dtp_real_a2_cv4_sp9.ghatREL1,0.959822189188829,0.979705154211628,dtp,real,a2,cv4,sp9.ghatREL1,real
dtp_real_a2_cv5_sp10.ghatREL1,0.881688214865482,0.938982542364597,dtp,real,a2,cv5,sp10.ghatREL1,real
dtp_real_a2_cv5_sp1.ghatREL1,0.954335327999758,0.97690087931159,dtp,real,a2,cv5,sp1.ghatREL1,real
dtp_real_a2_cv5_sp2.ghatREL1,0.970700161856431,0.985241169387694,dtp,real,a2,cv5,sp2.ghatREL1,real
dtp_real_a2_cv5_sp3.ghatREL1,0.929340628740343,0.964023147408994,dtp,real,a2,cv5,sp3.ghatREL1,real
dtp_real_a2_cv5_sp4.ghatREL1,0.888475996784699,0.942590047043093,dtp,real,a2,cv5,sp4.ghatREL1,real
dtp_real_a2_cv5_sp5.ghatREL1,0.946514966507814,0.972890007404647,dtp,real,a2,cv5,sp5.ghatREL1,real
dtp_real_a2_cv5_sp6.ghatREL1,0.920727554650869,0.959545493789048,dtp,real,a2,cv5,sp6.ghatREL1,real
dtp_real_a2_cv5_sp7.ghatREL1,0.953735375972543,0.976593761997558,dtp,real,a2,cv5,sp7.ghatREL1,real
dtp_real_a2_cv5_sp8.ghatREL1,0.977825317098869,0.988850502906718,dtp,real,a2,cv5,sp8.ghatREL1,real
dtp_real_a2_cv5_sp9.ghatREL1,0.938848877476776,0.968942143513624,dtp,real,a2,cv5,sp9.ghatREL1,real
dtp_real_d1_cv1_sp10.ghatREL1,0.93277134004863,0.965800880124175,dtp,real,d1,cv1,sp10.ghatREL1,real
dtp_real_d1_cv1_sp1.ghatREL1,0.623313905864597,0.789502315300339,dtp,real,d1,cv1,sp1.ghatREL1,real
dtp_real_d1_cv1_sp2.ghatREL1,0.694413686408475,0.833314878307399,dtp,real,d1,cv1,sp2.ghatREL1,real
dtp_real_d1_cv1_sp3.ghatREL1,0.885445074772874,0.940980910950309,dtp,real,d1,cv1,sp3.ghatREL1,real
dtp_real_d1_cv1_sp4.ghatREL1,0.821565241278879,0.906402361690921,dtp,real,d1,cv1,sp4.ghatREL1,real
dtp_real_d1_cv1_sp5.ghatREL1,0.746766697053706,0.864156639188583,dtp,real,d1,cv1,sp5.ghatREL1,real
dtp_real_d1_cv1_sp6.ghatREL1,0.901227330559442,0.949329937671536,dtp,real,d1,cv1,sp6.ghatREL1,real
dtp_real_d1_cv1_sp7.ghatREL1,0.472672489302665,0.687511810300496,dtp,real,d1,cv1,sp7.ghatREL1,real
dtp_real_d1_cv1_sp8.ghatREL1,0.951037743945386,0.975211640591613,dtp,real,d1,cv1,sp8.ghatREL1,real
dtp_real_d1_cv1_sp9.ghatREL1,0.872196208637057,0.933914454667587,dtp,real,d1,cv1,sp9.ghatREL1,real
dtp_real_d1_cv2_sp10.ghatREL1,0.760960249462782,0.872330355692602,dtp,real,d1,cv2,sp10.ghatREL1,real
dtp_real_d1_cv2_sp1.ghatREL1,0.941489986732228,0.970304069213475,dtp,real,d1,cv2,sp1.ghatREL1,real
dtp_real_d1_cv2_sp2.ghatREL1,0.800615607911391,0.894771260105839,dtp,real,d1,cv2,sp2.ghatREL1,real
dtp_real_d1_cv2_sp3.ghatREL1,0.732247472679244,0.855714597678013,dtp,real,d1,cv2,sp3.ghatREL1,real
dtp_real_d1_cv2_sp4.ghatREL1,0.897398465690637,0.94731117680023,dtp,real,d1,cv2,sp4.ghatREL1,real
dtp_real_d1_cv2_sp5.ghatREL1,0.525129454316446,0.724658163768577,dtp,real,d1,cv2,sp5.ghatREL1,real
dtp_real_d1_cv2_sp6.ghatREL1,0.761941477722137,0.87289259231714,dtp,real,d1,cv2,sp6.ghatREL1,real
dtp_real_d1_cv2_sp7.ghatREL1,0.887752497861979,0.942206186491035,dtp,real,d1,cv2,sp7.ghatREL1,real
dtp_real_d1_cv2_sp8.ghatREL1,0.830852062536707,0.911510868029947,dtp,real,d1,cv2,sp8.ghatREL1,real
dtp_real_d1_cv2_sp9.ghatREL1,0.878454735745069,0.937259161462329,dtp,real,d1,cv2,sp9.ghatREL1,real
dtp_real_d1_cv3_sp10.ghatREL1,0.879724415419433,0.937936253387954,dtp,real,d1,cv3,sp10.ghatREL1,real
dtp_real_d1_cv3_sp1.ghatREL1,0.89277749454335,0.944869035656979,dtp,real,d1,cv3,sp1.ghatREL1,real
dtp_real_d1_cv3_sp2.ghatREL1,0.920421968609923,0.959386245789423,dtp,real,d1,cv3,sp2.ghatREL1,real
dtp_real_d1_cv3_sp3.ghatREL1,0.947906496802921,0.973604897688442,dtp,real,d1,cv3,sp3.ghatREL1,real
dtp_real_d1_cv3_sp4.ghatREL1,0.958586921460388,0.979074522934995,dtp,real,d1,cv3,sp4.ghatREL1,real
dtp_real_d1_cv3_sp5.ghatREL1,0.97080635165011,0.985295058167912,dtp,real,d1,cv3,sp5.ghatREL1,real
dtp_real_d1_cv3_sp6.ghatREL1,0.774799213888265,0.880226796847417,dtp,real,d1,cv3,sp6.ghatREL1,real
dtp_real_d1_cv3_sp7.ghatREL1,0.870620805248806,0.933070632507961,dtp,real,d1,cv3,sp7.ghatREL1,real
dtp_real_d1_cv3_sp8.ghatREL1,0.961091142582958,0.98035256034906,dtp,real,d1,cv3,sp8.ghatREL1,real
dtp_real_d1_cv3_sp9.ghatREL1,0.756728536417234,0.869901452129627,dtp,real,d1,cv3,sp9.ghatREL1,real
dtp_real_d1_cv4_sp10.ghatREL1,0.712497601675267,0.844095730160547,dtp,real,d1,cv4,sp10.ghatREL1,real
dtp_real_d1_cv4_sp1.ghatREL1,0.914974897378336,0.956543202044914,dtp,real,d1,cv4,sp1.ghatREL1,real
dtp_real_d1_cv4_sp2.ghatREL1,0.759605617535284,0.871553565499726,dtp,real,d1,cv4,sp2.ghatREL1,real
dtp_real_d1_cv4_sp3.ghatREL1,0.888216401272334,0.942452333687139,dtp,real,d1,cv4,sp3.ghatREL1,real
dtp_real_d1_cv4_sp4.ghatREL1,0.540016657956303,0.734858257051183,dtp,real,d1,cv4,sp4.ghatREL1,real
dtp_real_d1_cv4_sp5.ghatREL1,0.702523780617673,0.838166916919102,dtp,real,d1,cv4,sp5.ghatREL1,real
dtp_real_d1_cv4_sp6.ghatREL1,0.699757636249191,0.836515173950354,dtp,real,d1,cv4,sp6.ghatREL1,real
dtp_real_d1_cv4_sp7.ghatREL1,0.851237073311994,0.92262509900392,dtp,real,d1,cv4,sp7.ghatREL1,real
dtp_real_d1_cv4_sp8.ghatREL1,0.852682765199796,0.923408233231541,dtp,real,d1,cv4,sp8.ghatREL1,real
dtp_real_d1_cv4_sp9.ghatREL1,0.80910821333877,0.89950442652539,dtp,real,d1,cv4,sp9.ghatREL1,real
dtp_real_d1_cv5_sp10.ghatREL1,0.817876153833202,0.904365055623669,dtp,real,d1,cv5,sp10.ghatREL1,real
dtp_real_d1_cv5_sp1.ghatREL1,0.272775604747439,0.522279240203398,dtp,real,d1,cv5,sp1.ghatREL1,real
dtp_real_d1_cv5_sp2.ghatREL1,0.912306005263203,0.955147111843617,dtp,real,d1,cv5,sp2.ghatREL1,real
dtp_real_d1_cv5_sp3.ghatREL1,0.474289418492294,0.688686734656835,dtp,real,d1,cv5,sp3.ghatREL1,real
dtp_real_d1_cv5_sp4.ghatREL1,0.22189815628959,0.471060671558972,dtp,real,d1,cv5,sp4.ghatREL1,real
dtp_real_d1_cv5_sp5.ghatREL1,0.942068066234085,0.970601909247084,dtp,real,d1,cv5,sp5.ghatREL1,real
dtp_real_d1_cv5_sp6.ghatREL1,0.85293372258883,0.923544109714761,dtp,real,d1,cv5,sp6.ghatREL1,real
dtp_real_d1_cv5_sp7.ghatREL1,0.814162475965288,0.902309523370605,dtp,real,d1,cv5,sp7.ghatREL1,real
dtp_real_d1_cv5_sp8.ghatREL1,0.535427444322197,0.731729078499821,dtp,real,d1,cv5,sp8.ghatREL1,real
dtp_real_d1_cv5_sp9.ghatREL1,0.766723448602866,0.875627459941079,dtp,real,d1,cv5,sp9.ghatREL1,real
dtp_real_d2_cv1_sp10.ghatREL1,0.896521397373761,0.946848138496222,dtp,real,d2,cv1,sp10.ghatREL1,real
dtp_real_d2_cv1_sp1.ghatREL1,0.631116218170481,0.794428233492794,dtp,real,d2,cv1,sp1.ghatREL1,real
dtp_real_d2_cv1_sp2.ghatREL1,0.661242334276015,0.813168084885293,dtp,real,d2,cv1,sp2.ghatREL1,real
dtp_real_d2_cv1_sp3.ghatREL1,0.911344348301598,0.954643571340423,dtp,real,d2,cv1,sp3.ghatREL1,real
dtp_real_d2_cv1_sp4.ghatREL1,0.787901988048585,0.887638433174558,dtp,real,d2,cv1,sp4.ghatREL1,real
dtp_real_d2_cv1_sp5.ghatREL1,0.716921225626679,0.846712008670409,dtp,real,d2,cv1,sp5.ghatREL1,real
dtp_real_d2_cv1_sp6.ghatREL1,0.905110013305013,0.951372699474298,dtp,real,d2,cv1,sp6.ghatREL1,real
dtp_real_d2_cv1_sp7.ghatREL1,0.460672178509312,0.678728353989512,dtp,real,d2,cv1,sp7.ghatREL1,real
dtp_real_d2_cv1_sp8.ghatREL1,0.936125967581158,0.967536029086854,dtp,real,d2,cv1,sp8.ghatREL1,real
dtp_real_d2_cv1_sp9.ghatREL1,0.834520969151941,0.913521192502911,dtp,real,d2,cv1,sp9.ghatREL1,real
dtp_real_d2_cv2_sp10.ghatREL1,0.760933547767564,0.872315050751484,dtp,real,d2,cv2,sp10.ghatREL1,real
dtp_real_d2_cv2_sp1.ghatREL1,0.923944127280455,0.961220124258983,dtp,real,d2,cv2,sp1.ghatREL1,real
dtp_real_d2_cv2_sp2.ghatREL1,0.771156092008058,0.878154936220288,dtp,real,d2,cv2,sp2.ghatREL1,real
dtp_real_d2_cv2_sp3.ghatREL1,0.742334245046477,0.861588210833039,dtp,real,d2,cv2,sp3.ghatREL1,real
dtp_real_d2_cv2_sp4.ghatREL1,0.858041493326456,0.926305291643342,dtp,real,d2,cv2,sp4.ghatREL1,real
dtp_real_d2_cv2_sp5.ghatREL1,0.55820953394714,0.747134214145718,dtp,real,d2,cv2,sp5.ghatREL1,real
dtp_real_d2_cv2_sp6.ghatREL1,0.821628480861816,0.906437245959044,dtp,real,d2,cv2,sp6.ghatREL1,real
dtp_real_d2_cv2_sp7.ghatREL1,0.880762612663488,0.938489537855105,dtp,real,d2,cv2,sp7.ghatREL1,real
dtp_real_d2_cv2_sp8.ghatREL1,0.82747775986619,0.909658045567778,dtp,real,d2,cv2,sp8.ghatREL1,real
dtp_real_d2_cv2_sp9.ghatREL1,0.901122627481468,0.949274790290708,dtp,real,d2,cv2,sp9.ghatREL1,real
dtp_real_d2_cv3_sp10.ghatREL1,0.897002988168281,0.947102416937198,dtp,real,d2,cv3,sp10.ghatREL1,real
dtp_real_d2_cv3_sp1.ghatREL1,0.840295030055935,0.916676076951905,dtp,real,d2,cv3,sp1.ghatREL1,real
dtp_real_d2_cv3_sp2.ghatREL1,0.928468103727721,0.963570497539086,dtp,real,d2,cv3,sp2.ghatREL1,real
dtp_real_d2_cv3_sp3.ghatREL1,0.893492426157117,0.945247283073121,dtp,real,d2,cv3,sp3.ghatREL1,real
dtp_real_d2_cv3_sp4.ghatREL1,0.946693393227232,0.972981702411321,dtp,real,d2,cv3,sp4.ghatREL1,real
dtp_real_d2_cv3_sp5.ghatREL1,0.972900372093127,0.986357121986315,dtp,real,d2,cv3,sp5.ghatREL1,real
dtp_real_d2_cv3_sp6.ghatREL1,0.770637599849239,0.877859669793093,dtp,real,d2,cv3,sp6.ghatREL1,real
dtp_real_d2_cv3_sp7.ghatREL1,0.833367008274487,0.912889373513838,dtp,real,d2,cv3,sp7.ghatREL1,real
dtp_real_d2_cv3_sp8.ghatREL1,0.904182466479087,0.950885096359748,dtp,real,d2,cv3,sp8.ghatREL1,real
dtp_real_d2_cv3_sp9.ghatREL1,0.669547283574381,0.818258689886261,dtp,real,d2,cv3,sp9.ghatREL1,real
dtp_real_d2_cv4_sp10.ghatREL1,0.739497624359532,0.859940477218937,dtp,real,d2,cv4,sp10.ghatREL1,real
dtp_real_d2_cv4_sp1.ghatREL1,0.888844841200704,0.942785681478407,dtp,real,d2,cv4,sp1.ghatREL1,real
dtp_real_d2_cv4_sp2.ghatREL1,0.687478288295827,0.829143104835243,dtp,real,d2,cv4,sp2.ghatREL1,real
dtp_real_d2_cv4_sp3.ghatREL1,0.846090366331032,0.919831705439116,dtp,real,d2,cv4,sp3.ghatREL1,real
dtp_real_d2_cv4_sp4.ghatREL1,0.614133094371876,0.783666443311104,dtp,real,d2,cv4,sp4.ghatREL1,real
dtp_real_d2_cv4_sp5.ghatREL1,0.735090891165325,0.857374417139516,dtp,real,d2,cv4,sp5.ghatREL1,real
dtp_real_d2_cv4_sp6.ghatREL1,0.670761119286565,0.819000072824517,dtp,real,d2,cv4,sp6.ghatREL1,real
dtp_real_d2_cv4_sp7.ghatREL1,0.876395932467807,0.93616020662481,dtp,real,d2,cv4,sp7.ghatREL1,real
dtp_real_d2_cv4_sp8.ghatREL1,0.840509356969141,0.916792973887312,dtp,real,d2,cv4,sp8.ghatREL1,real
dtp_real_d2_cv4_sp9.ghatREL1,0.758646863202424,0.871003365781341,dtp,real,d2,cv4,sp9.ghatREL1,real
dtp_real_d2_cv5_sp10.ghatREL1,0.791692056137586,0.889770788539153,dtp,real,d2,cv5,sp10.ghatREL1,real
dtp_real_d2_cv5_sp1.ghatREL1,0.253977025186673,0.50396133302732,dtp,real,d2,cv5,sp1.ghatREL1,real
dtp_real_d2_cv5_sp2.ghatREL1,0.93131457489846,0.965046410748447,dtp,real,d2,cv5,sp2.ghatREL1,real
dtp_real_d2_cv5_sp3.ghatREL1,0.45887302815531,0.677401674160398,dtp,real,d2,cv5,sp3.ghatREL1,real
dtp_real_d2_cv5_sp4.ghatREL1,0.244359174193698,0.49432699116445,dtp,real,d2,cv5,sp4.ghatREL1,real
dtp_real_d2_cv5_sp5.ghatREL1,0.858009325620574,0.926287928033489,dtp,real,d2,cv5,sp5.ghatREL1,real
dtp_real_d2_cv5_sp6.ghatREL1,0.794405972149633,0.891294548479701,dtp,real,d2,cv5,sp6.ghatREL1,real
dtp_real_d2_cv5_sp7.ghatREL1,0.820956080200044,0.90606626700261,dtp,real,d2,cv5,sp7.ghatREL1,real
dtp_real_d2_cv5_sp8.ghatREL1,0.533691637661606,0.730542016356079,dtp,real,d2,cv5,sp8.ghatREL1,real
dtp_real_d2_cv5_sp9.ghatREL1,0.723175320227501,0.850397154409339,dtp,real,d2,cv5,sp9.ghatREL1,real
dts_real_a1_cv1_sp10.ghatREL1,0.976972037224974,0.988418958349633,dts,real,a1,cv1,sp10.ghatREL1,real
dts_real_a1_cv1_sp1.ghatREL1,0.943242414107114,0.971206679397909,dts,real,a1,cv1,sp1.ghatREL1,real
dts_real_a1_cv1_sp2.ghatREL1,0.978604392652342,0.989244354369709,dts,real,a1,cv1,sp2.ghatREL1,real
dts_real_a1_cv1_sp3.ghatREL1,0.933652151744628,0.966256773194697,dts,real,a1,cv1,sp3.ghatREL1,real
dts_real_a1_cv1_sp4.ghatREL1,0.949893930857265,0.974625020639869,dts,real,a1,cv1,sp4.ghatREL1,real
dts_real_a1_cv1_sp5.ghatREL1,0.974497693473254,0.987166497341383,dts,real,a1,cv1,sp5.ghatREL1,real
dts_real_a1_cv1_sp6.ghatREL1,0.971428803413733,0.985610878295148,dts,real,a1,cv1,sp6.ghatREL1,real
dts_real_a1_cv1_sp7.ghatREL1,0.913630251332148,0.955840076232498,dts,real,a1,cv1,sp7.ghatREL1,real
dts_real_a1_cv1_sp8.ghatREL1,0.980314476289109,0.990108315432766,dts,real,a1,cv1,sp8.ghatREL1,real
dts_real_a1_cv1_sp9.ghatREL1,0.960138923132637,0.97986678846292,dts,real,a1,cv1,sp9.ghatREL1,real
dts_real_a1_cv2_sp10.ghatREL1,0.975799591538583,0.98782568884322,dts,real,a1,cv2,sp10.ghatREL1,real
dts_real_a1_cv2_sp1.ghatREL1,0.991426369969744,0.995703956992109,dts,real,a1,cv2,sp1.ghatREL1,real
dts_real_a1_cv2_sp2.ghatREL1,0.935790267210942,0.967362531428079,dts,real,a1,cv2,sp2.ghatREL1,real
dts_real_a1_cv2_sp3.ghatREL1,0.959019988082083,0.979295659176575,dts,real,a1,cv2,sp3.ghatREL1,real
dts_real_a1_cv2_sp4.ghatREL1,0.965108614406904,0.982399416941452,dts,real,a1,cv2,sp4.ghatREL1,real
dts_real_a1_cv2_sp5.ghatREL1,0.971492605214374,0.985643244391384,dts,real,a1,cv2,sp5.ghatREL1,real
dts_real_a1_cv2_sp6.ghatREL1,0.928343626785967,0.96350590386669,dts,real,a1,cv2,sp6.ghatREL1,real
dts_real_a1_cv2_sp7.ghatREL1,0.972755101938036,0.986283479501728,dts,real,a1,cv2,sp7.ghatREL1,real
dts_real_a1_cv2_sp8.ghatREL1,0.983949375626243,0.991942223935569,dts,real,a1,cv2,sp8.ghatREL1,real
dts_real_a1_cv2_sp9.ghatREL1,0.951272715032534,0.97533210499426,dts,real,a1,cv2,sp9.ghatREL1,real
dts_real_a1_cv3_sp10.ghatREL1,0.946748247272866,0.973009890634656,dts,real,a1,cv3,sp10.ghatREL1,real
dts_real_a1_cv3_sp1.ghatREL1,0.954179329741327,0.976821032605936,dts,real,a1,cv3,sp1.ghatREL1,real
dts_real_a1_cv3_sp2.ghatREL1,0.953657345966366,0.976553811096125,dts,real,a1,cv3,sp2.ghatREL1,real
dts_real_a1_cv3_sp3.ghatREL1,0.958186390451734,0.978869955842825,dts,real,a1,cv3,sp3.ghatREL1,real
dts_real_a1_cv3_sp4.ghatREL1,0.9734056252809,0.986613209561326,dts,real,a1,cv3,sp4.ghatREL1,real
dts_real_a1_cv3_sp5.ghatREL1,0.950330002480606,0.974848707482657,dts,real,a1,cv3,sp5.ghatREL1,real
dts_real_a1_cv3_sp6.ghatREL1,0.986695894081992,0.993325673725386,dts,real,a1,cv3,sp6.ghatREL1,real
dts_real_a1_cv3_sp7.ghatREL1,0.930625176233353,0.964689160420782,dts,real,a1,cv3,sp7.ghatREL1,real
